#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-17T13:33:55 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ605204e729e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/A+A/616/A10/tablea1b
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RAdeg	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra]
#Column	DEdeg	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
_RAJ2000|_DEJ2000|Source|Cluster|RAdeg|DEdeg|Gmag|Simbad|_RA|_DE
123.7372797|-05.7995756|   3064565685182557952|NGC2548 |123.73727| -5.79957|12.928|Simbad|123.73728|-05.79958
122.8537439|-05.7066717|   3064543243976156288|NGC2548 |122.85374| -5.70666|19.870|Simbad|122.85374|-05.70667
123.0339219|-05.8482911|   3064525759166706176|NGC2548 |123.03391| -5.84829|18.373|Simbad|123.03392|-05.84829
123.3061931|-05.7575375|   3064533146510331392|NGC2548 |123.30619| -5.75753|14.355|Simbad|123.30619|-05.75754
123.5154506|-05.4930639|   3064633197772254080|NGC2548 |123.51545| -5.49306|19.490|Simbad|123.51545|-05.49306
123.6405331|-05.7941086|   3064565131129952896|NGC2548 |123.64053| -5.79410|19.501|Simbad|123.64053|-05.79411
123.8308714|-05.5392886|   3064587915933040000|NGC2548 |123.83086| -5.53928|16.520|Simbad|123.83087|-05.53929
123.1217672|-05.6301169|   3064538953306151040|NGC2548 |123.12176| -5.63011|18.735|Simbad|123.12177|-05.63012
123.6948064|-05.7920669|   3064565028050738944|NGC2548 |123.69480| -5.79206|17.172|Simbad|123.69481|-05.79207
123.2724186|-05.7501744|   3064533180870078976|NGC2548 |123.27241| -5.75017| 9.488|Simbad|123.27242|-05.75017
123.2502300|-05.7165964|   3064534246021968640|NGC2548 |123.25022| -5.71659|19.115|Simbad|123.25023|-05.71660
123.5482672|-05.5887672|   3064584544382237312|NGC2548 |123.54826| -5.58876|18.753|Simbad|123.54827|-05.58877
123.2043486|-05.7107664|   3064534447884047488|NGC2548 |123.20434| -5.71077|19.282|Simbad|123.20435|-05.71077
123.1551706|-05.6808411|   3064537647636773760|NGC2548 |123.15517| -5.68084| 9.152|Simbad|123.15517|-05.68084
123.3233278|-05.6870600|   3064535448613519104|NGC2548 |123.32332| -5.68706|10.541|Simbad|123.32333|-05.68706
122.9269506|-05.6821742|   3064544725742284800|NGC2548 |122.92695| -5.68217|15.338|Simbad|122.92695|-05.68217
123.7383144|-05.4355219|   3064593512274042880|NGC2548 |123.73831| -5.43552|15.695|Simbad|123.73831|-05.43552
123.5947936|-05.7051525|   3064578295206380800|NGC2548 |123.59479| -5.70515|11.639|Simbad|123.59479|-05.70515
123.2656200|-05.6620336|   3064536131511289984|NGC2548 |123.26561| -5.66203|17.798|Simbad|123.26562|-05.66203
123.0195325|-05.6092014|   3064551249796228608|NGC2548 |123.01953| -5.60920|19.077|Simbad|123.01953|-05.60920
123.2099689|-05.6304356|   3064539503061934208|NGC2548 |123.20996| -5.63043|15.129|Simbad|123.20997|-05.63044
123.5196836|-05.6674778|   3064581834259447680|NGC2548 |123.51968| -5.66747|16.676|Simbad|123.51968|-05.66748
123.1444281|-05.8277600|   3064526721239326720|NGC2548 |123.14442| -5.82776|12.694|Simbad|123.14443|-05.82776
123.6243061|-05.5376914|   3064590797858504192|NGC2548 |123.62429| -5.53768|19.060|Simbad|123.62431|-05.53769
123.7142378|-05.6803578|   3064579360358421888|NGC2548 |123.71423| -5.68035|16.493|Simbad|123.71424|-05.68036
123.2251969|-05.8060569|   3064532523737717376|NGC2548 |123.22519| -5.80606|18.884|Simbad|123.22520|-05.80606
123.0812333|-05.5524886|   3064553384396118400|NGC2548 |123.08123| -5.55248|17.679|Simbad|123.08123|-05.55249
123.3874689|-05.4716867|   3064636255788978688|NGC2548 |123.38746| -5.47168|19.128|Simbad|123.38747|-05.47169
122.9103703|-05.6616033|   3064545000619984256|NGC2548 |122.91037| -5.66160|14.072|Simbad|122.91037|-05.66160
123.2696978|-05.6757986|   3064536131510333056|NGC2548 |123.26969| -5.67580|19.614|Simbad|123.26970|-05.67580
123.8260914|-05.6215736|   3064574133382235648|NGC2548 |123.82608| -5.62157|18.750|Simbad|123.82609|-05.62157
123.5938422|-05.7160781|   3064578260846644736|NGC2548 |123.59384| -5.71607|16.144|Simbad|123.59384|-05.71608
123.1453636|-05.8378631|   3064526716942736128|NGC2548 |123.14536| -5.83786|17.980|Simbad|123.14536|-05.83786
123.3755628|-05.4320050|   3064637698897220992|NGC2548 |123.37556| -5.43200|17.591|Simbad|123.37556|-05.43200
123.4400308|-05.5842661|   3064630212771077120|NGC2548 |123.44002| -5.58426|13.010|Simbad|123.44003|-05.58427
123.2091744|-05.8120633|   3064532493675347072|NGC2548 |123.20917| -5.81206|16.701|Simbad|123.20917|-05.81206
122.8923192|-05.6391478|   3064548058636699264|NGC2548 |122.89231| -5.63914|17.655|Simbad|122.89232|-05.63915
123.4387439|-05.6787283|   3064582207919982080|NGC2548 |123.43874| -5.67872|18.376|Simbad|123.43874|-05.67873
123.5322331|-05.6017642|   3064584514319024256|NGC2548 |123.53223| -5.60176|14.326|Simbad|123.53223|-05.60176
123.8118947|-05.7943203|   3064563000825428608|NGC2548 |123.81189| -5.79432|18.884|Simbad|123.81189|-05.79432
123.1331994|-05.5519997|   3064552628481999360|NGC2548 |123.13319| -5.55199|14.485|Simbad|123.13320|-05.55200
123.4431219|-05.6895625|   3064582001762025600|NGC2548 |123.44311| -5.68956|19.874|Simbad|123.44312|-05.68956
123.1746008|-05.6472903|   3064537888154245888|NGC2548 |123.17460| -5.64729|15.046|Simbad|123.17460|-05.64729
123.6253825|-05.5107078|   3064591145748488960|NGC2548 |123.62538| -5.51070|15.761|Simbad|123.62538|-05.51071
123.9064756|-05.7906778|   3064567914268016256|NGC2548 |123.90647| -5.79067|17.467|Simbad|123.90648|-05.79068
123.6804050|-05.4521256|   3064593237395882624|NGC2548 |123.68040| -5.45212| 9.883|Simbad|123.68040|-05.45213
123.4570839|-05.5969517|   3064629972252905472|NGC2548 |123.45708| -5.59695|15.949|Simbad|123.45708|-05.59695
123.0564811|-05.5627650|   3064551872567634176|NGC2548 |123.05648| -5.56276|10.292|Simbad|123.05648|-05.56276
123.8314014|-05.3954103|   3064616464580011520|NGC2548 |123.83140| -5.39541|19.225|Simbad|123.83140|-05.39541
123.1759292|-05.7244239|   3064534039863566336|NGC2548 |123.17592| -5.72442|13.116|Simbad|123.17593|-05.72442
122.9584722|-05.9426814|   3064501191953839104|NGC2548 |122.95847| -5.94268|11.676|Simbad|122.95847|-05.94268
123.5852233|-05.7183214|   3064578260846648576|NGC2548 |123.58522| -5.71832|13.172|Simbad|123.58522|-05.71832
122.9833772|-05.4903169|   3064556236254409088|NGC2548 |122.98337| -5.49031|11.364|Simbad|122.98338|-05.49032
123.7166464|-05.6825756|   3064579356061694208|NGC2548 |123.71664| -5.68257|18.734|Simbad|123.71665|-05.68258
123.1327439|-05.6787436|   3064538094312697344|NGC2548 |123.13274| -5.67874|16.177|Simbad|123.13274|-05.67874
123.1414047|-05.7405564|   3064536857362125696|NGC2548 |123.14140| -5.74055|13.261|Simbad|123.14140|-05.74056
123.1773675|-05.8069200|   3064526893038002048|NGC2548 |123.17736| -5.80692|17.111|Simbad|123.17737|-05.80692
123.0732358|-05.6892553|   3064538197391935232|NGC2548 |123.07323| -5.68925|13.859|Simbad|123.07324|-05.68926
123.4001442|-05.4952461|   3064635882127901824|NGC2548 |123.40014| -5.49524|17.256|Simbad|123.40014|-05.49525
123.1043394|-05.6862303|   3064538128672445952|NGC2548 |123.10434| -5.68622|18.348|Simbad|123.10434|-05.68623
122.9924778|-05.5355067|   3064555274181737856|NGC2548 |122.99247| -5.53550|13.739|Simbad|122.99248|-05.53551
123.5291550|-05.7022381|   3064581348926507520|NGC2548 |123.52915| -5.70223|18.574|Simbad|123.52915|-05.70224
123.1282706|-05.7849322|   3064527889470427904|NGC2548 |123.12827| -5.78493|17.510|Simbad|123.12827|-05.78493
123.6519625|-05.7015567|   3064579081183776512|NGC2548 |123.65196| -5.70155|18.288|Simbad|123.65196|-05.70156
123.4869239|-05.7039933|   3064581211487553792|NGC2548 |123.48691| -5.70399|18.227|Simbad|123.48692|-05.70399
123.6051750|-05.5640406|   3064584819259987840|NGC2548 |123.60517| -5.56404|13.119|Simbad|123.60517|-05.56404
123.4619492|-05.5377789|   3064632613656242304|NGC2548 |123.46194| -5.53777|16.683|Simbad|123.46195|-05.53778
123.4978000|-05.7065958|   3064581245847290112|NGC2548 |123.49779| -5.70659|18.520|Simbad|123.49780|-05.70660
122.9790653|-05.9653781|   3064500367320116224|NGC2548 |122.97906| -5.96537|16.785|Simbad|122.97907|-05.96538
123.8643431|-05.7117736|   3064572247892564352|NGC2548 |123.86433| -5.71177|18.872|Simbad|123.86434|-05.71177
123.3351272|-05.6815269|   3064535444316497024|NGC2548 |123.33512| -5.68152|18.773|Simbad|123.33513|-05.68153
123.1266108|-05.5906394|   3064552284884627072|NGC2548 |123.12661| -5.59063|18.137|Simbad|123.12661|-05.59064
123.3322381|-05.5603761|   3064633816249537792|NGC2548 |123.33223| -5.56037|10.625|Simbad|123.33224|-05.56038
123.3311875|-05.5457500|   3064634404659176960|NGC2548 |123.33118| -5.54575|16.293|Simbad|123.33119|-05.54575
123.3242664|-05.5301867|   3064634473378653440|NGC2548 |123.32426| -5.53018|11.280|Simbad|123.32427|-05.53019
123.3590439|-05.5746294|   3064630796886646784|NGC2548 |123.35904| -5.57463|13.569|Simbad|123.35904|-05.57463
123.6601325|-05.7031625|   3064579012464782976|NGC2548 |123.66013| -5.70316|19.457|Simbad|123.66013|-05.70316
123.7345331|-05.6407897|   3064585510751392000|NGC2548 |123.73453| -5.64079|13.186|Simbad|123.73453|-05.64079
123.3114136|-05.6573317|   3064536372031508736|NGC2548 |123.31141| -5.65733|17.557|Simbad|123.31141|-05.65733
123.3688308|-05.6139031|   3064630414632636672|NGC2548 |123.36882| -5.61389|19.341|Simbad|123.36883|-05.61390
123.6440239|-05.8770683|   3064563486159339136|NGC2548 |123.64402| -5.87706|14.603|Simbad|123.64402|-05.87707
123.2482389|-05.6714597|   3064536097151539584|NGC2548 |123.24823| -5.67145|19.670|Simbad|123.24824|-05.67146
123.5782233|-05.7762828|   3064576847800717312|NGC2548 |123.57822| -5.77628|12.266|Simbad|123.57822|-05.77628
123.4010439|-05.6748967|   3064629177682047872|NGC2548 |123.40104| -5.67489|19.470|Simbad|123.40104|-05.67490
123.4151003|-05.6431125|   3064629388137370752|NGC2548 |123.41509| -5.64311|15.061|Simbad|123.41510|-05.64311
123.3157161|-05.6717914|   3064536268950231808|NGC2548 |123.31571| -5.67179|17.718|Simbad|123.31572|-05.67179
123.1522186|-05.5812986|   3064552349306890112|NGC2548 |123.15221| -5.58129|18.364|Simbad|123.15222|-05.58130
123.5276406|-05.7672564|   3064577603714961152|NGC2548 |123.52763| -5.76725|12.164|Simbad|123.52764|-05.76726
123.5907625|-05.7898200|   3064576611579395072|NGC2548 |123.59076| -5.78982|10.961|Simbad|123.59076|-05.78982
123.3657869|-05.5305956|   3064634331642798976|NGC2548 |123.36578| -5.53059|12.346|Simbad|123.36579|-05.53060
123.1451069|-05.5999297|   3064540465134622720|NGC2548 |123.14510| -5.59993|13.616|Simbad|123.14511|-05.59993
123.4215969|-05.4796836|   3064636015270152192|NGC2548 |123.42159| -5.47968|11.429|Simbad|123.42160|-05.47968
123.4333894|-05.6888608|   3064582006058163968|NGC2548 |123.43338| -5.68886|15.968|Simbad|123.43339|-05.68886
123.2634461|-05.7500528|   3064533382731222400|NGC2548 |123.26344| -5.75004|19.084|Simbad|123.26345|-05.75005
123.2990378|-05.6659006|   3064536341965986176|NGC2548 |123.29903| -5.66590|16.151|Simbad|123.29904|-05.66590
123.4307861|-05.6926900|   3064581971698426752|NGC2548 |123.43078| -5.69269|10.013|Simbad|123.43079|-05.69269
123.0225794|-05.8571733|   3064525656087498240|NGC2548 |123.02257| -5.85717|15.147|Simbad|123.02258|-05.85717
123.7537914|-05.9639544|   3064558808937284352|NGC2548 |123.75379| -5.96395|19.102|Simbad|123.75379|-05.96395
123.4195831|-05.5844261|   3064630964389232512|NGC2548 |123.41958| -5.58442|19.522|Simbad|123.41958|-05.58443
123.3251175|-05.6406686|   3064536479404927104|NGC2548 |123.32511| -5.64066| 8.676|Simbad|123.32512|-05.64067
123.9246883|-05.7185753|   3064569357376959744|NGC2548 |123.92468| -5.71857|12.586|Simbad|123.92469|-05.71858
123.4654964|-05.7291656|   3064581074048588416|NGC2548 |123.46549| -5.72916|18.169|Simbad|123.46550|-05.72917
122.9168081|-05.8081581|   3064529641817185792|NGC2548 |122.91680| -5.80815|17.101|Simbad|122.91681|-05.80816
123.1552867|-05.7978825|   3064527614593173760|NGC2548 |123.15528| -5.79788|15.015|Simbad|123.15529|-05.79788
123.6941353|-05.8337328|   3064564065978054272|NGC2548 |123.69413| -5.83373|18.205|Simbad|123.69414|-05.83373
123.6117339|-05.8367572|   3064564409575437568|NGC2548 |123.61173| -5.83675|17.849|Simbad|123.61173|-05.83676
122.9998011|-05.9594394|   3064500470399319552|NGC2548 |122.99980| -5.95943|12.786|Simbad|122.99980|-05.95944
122.9512031|-05.7803611|   3064530088493758464|NGC2548 |122.95119| -5.78036|18.834|Simbad|122.95120|-05.78036
123.6052853|-05.7573683|   3064577264414415488|NGC2548 |123.60528| -5.75736|11.398|Simbad|123.60529|-05.75737
123.7595703|-05.5644014|   3064587056939603200|NGC2548 |123.75957| -5.56440|17.906|Simbad|123.75957|-05.56440
123.6756406|-05.8518233|   3064563653661190144|NGC2548 |123.67564| -5.85182|17.757|Simbad|123.67564|-05.85182
123.5784175|-05.6924714|   3064578570084290176|NGC2548 |123.57841| -5.69247|13.114|Simbad|123.57842|-05.69247
123.2233292|-05.5399128|   3064541186689093632|NGC2548 |123.22332| -5.53991|12.731|Simbad|123.22333|-05.53991
123.4799239|-05.6281897|   3064582929474513024|NGC2548 |123.47992| -5.62819|18.962|Simbad|123.47992|-05.62819
123.7351642|-05.5366803|   3064590286755010560|NGC2548 |123.73516| -5.53668|13.633|Simbad|123.73516|-05.53668
123.3171939|-05.5551925|   3064633988045438208|NGC2548 |123.31719| -5.55519|17.640|Simbad|123.31719|-05.55519
123.5221150|-05.7845206|   3064577504932431488|NGC2548 |123.52211| -5.78452|14.162|Simbad|123.52211|-05.78452
123.5790867|-05.5416033|   3064585162857552640|NGC2548 |123.57908| -5.54160|19.403|Simbad|123.57909|-05.54160
123.1511536|-05.5036294|   3064554002871392640|NGC2548 |123.15115| -5.50362|15.749|Simbad|123.15115|-05.50363
123.5362403|-05.4936517|   3064638317372623232|NGC2548 |123.53623| -5.49365|12.353|Simbad|123.53624|-05.49365
123.6632189|-05.8631808|   3064563623597151104|NGC2548 |123.66321| -5.86318|10.850|Simbad|123.66322|-05.86318
123.6171908|-05.7044858|   3064579703955646976|NGC2548 |123.61718| -5.70448| 9.188|Simbad|123.61719|-05.70449
123.7319197|-05.5941114|   3064586541543538432|NGC2548 |123.73191| -5.59411|14.405|Simbad|123.73192|-05.59411
122.8309981|-05.7979031|   3064518092648467584|NGC2548 |122.83099| -5.79790|18.853|Simbad|122.83100|-05.79790
123.2843972|-05.5800742|   3064633850606479360|NGC2548 |123.28439| -5.58007|17.740|Simbad|123.28440|-05.58007
123.4580217|-05.7271156|   3064581078345228160|NGC2548 |123.45802| -5.72711|16.062|Simbad|123.45802|-05.72712
123.7390200|-05.6952803|   3064567540608421376|NGC2548 |123.73901| -5.69527|13.721|Simbad|123.73902|-05.69528
123.2447456|-05.5553456|   3064540911811182848|NGC2548 |123.24474| -5.55534|14.476|Simbad|123.24475|-05.55535
123.5755092|-05.7265353|   3064578153471315200|NGC2548 |123.57550| -5.72653|19.629|Simbad|123.57551|-05.72654
123.3277181|-05.6889586|   3064535448612783232|NGC2548 |123.32771| -5.68895|16.422|Simbad|123.32772|-05.68896
123.5411308|-05.7024675|   3064581383286178048|NGC2548 |123.54112| -5.70246|12.358|Simbad|123.54113|-05.70247
123.4982692|-05.6974644|   3064581245847224448|NGC2548 |123.49826| -5.69746|11.707|Simbad|123.49827|-05.69746
123.0758867|-05.9502139|   3064523766301891072|NGC2548 |123.07588| -5.95021|16.619|Simbad|123.07589|-05.95021
123.4588331|-05.7258483|   3064581078345227264|NGC2548 |123.45883| -5.72584|14.868|Simbad|123.45883|-05.72585
123.6363225|-05.7194781|   3064578948041401088|NGC2548 |123.63632| -5.71948|14.385|Simbad|123.63632|-05.71948
123.3344636|-05.6126881|   3064630556368487424|NGC2548 |123.33446| -5.61268|16.087|Simbad|123.33446|-05.61269
123.5225861|-05.5766203|   3064584617398237440|NGC2548 |123.52258| -5.57662|17.271|Simbad|123.52259|-05.57662
123.7197775|-05.5230086|   3064590351178497152|NGC2548 |123.71977| -5.52300|19.746|Simbad|123.71978|-05.52301
123.7405219|-05.5762047|   3064586949564384768|NGC2548 |123.74051| -5.57619|19.390|Simbad|123.74052|-05.57620
123.2961522|-05.5569914|   3064633957982586368|NGC2548 |123.29615| -5.55699|14.176|Simbad|123.29615|-05.55699
123.6525728|-05.7649244|   3064565337288363648|NGC2548 |123.65257| -5.76492|10.817|Simbad|123.65257|-05.76492
122.9888742|-05.8355392|   3064528881605421696|NGC2548 |122.98887| -5.83552|19.795|Simbad|122.98887|-05.83554
123.1785772|-05.8606361|   3064526373344498944|NGC2548 |123.17857| -5.86063|19.572|Simbad|123.17858|-05.86064
123.0150411|-05.9030806|   3064524934533011200|NGC2548 |123.01504| -5.90308|17.571|Simbad|123.01504|-05.90308
122.9181508|-05.9687147|   3064500951435695360|NGC2548 |122.91815| -5.96871|12.788|Simbad|122.91815|-05.96871
123.7061056|-05.5129258|   3064590561632921088|NGC2548 |123.70610| -5.51292|13.722|Simbad|123.70611|-05.51293
123.4288044|-05.5964539|   3064630105395158400|NGC2548 |123.42880| -5.59645|10.642|Simbad|123.42880|-05.59645
123.5845225|-05.6659531|   3064583036850271232|NGC2548 |123.58452| -5.66595|10.554|Simbad|123.58452|-05.66595
123.2974569|-05.7009289|   3064535105015410944|NGC2548 |123.29745| -5.70092|14.483|Simbad|123.29746|-05.70093
123.3572144|-05.6077967|   3064630380272899072|NGC2548 |123.35721| -5.60779|18.874|Simbad|123.35721|-05.60780
123.2702347|-05.6639739|   3064536135807562496|NGC2548 |123.27023| -5.66397|15.888|Simbad|123.27023|-05.66397
123.5726547|-05.5761208|   3064584750541129472|NGC2548 |123.57265| -5.57612|19.294|Simbad|123.57265|-05.57612
123.3107644|-05.7443289|   3064534623979076864|NGC2548 |123.31076| -5.74433|14.404|Simbad|123.31076|-05.74433
123.3463053|-05.6881283|   3064535276814086912|NGC2548 |123.34630| -5.68812|13.922|Simbad|123.34631|-05.68813
123.7311172|-05.8922969|   3064560153264690176|NGC2548 |123.73111| -5.89229|15.185|Simbad|123.73112|-05.89230
123.9026403|-05.5436736|   3064588083437187456|NGC2548 |123.90264| -5.54367|18.549|Simbad|123.90264|-05.54367
122.9523856|-05.7973147|   3064529779256118656|NGC2548 |122.95238| -5.79731|13.396|Simbad|122.95239|-05.79731
123.3787133|-05.6216900|   3064629658718391296|NGC2548 |123.37871| -5.62168|16.806|Simbad|123.37871|-05.62169
123.1167872|-05.5491450|   3064552692905289472|NGC2548 |123.11678| -5.54914|17.303|Simbad|123.11679|-05.54914
122.9269147|-05.7630111|   3064541908243763968|NGC2548 |122.92691| -5.76301|16.797|Simbad|122.92691|-05.76301
122.8915792|-05.7988111|   3064541358487979648|NGC2548 |122.89157| -5.79881|17.152|Simbad|122.89158|-05.79881
123.5515356|-05.5488039|   3064585029715085184|NGC2548 |123.55153| -5.54880|14.894|Simbad|123.55154|-05.54880
123.4018283|-05.6349197|   3064629589998912640|NGC2548 |123.40182| -5.63492|16.042|Simbad|123.40183|-05.63492
123.0400972|-05.6074725|   3064551288452245376|NGC2548 |123.04009| -5.60747|16.625|Simbad|123.04010|-05.60747
123.1375453|-05.7797017|   3064527889470422144|NGC2548 |123.13754| -5.77970|14.517|Simbad|123.13755|-05.77970
123.7268008|-05.8614039|   3064560836161860096|NGC2548 |123.72679| -5.86140|18.063|Simbad|123.72680|-05.86140
123.6043314|-05.6648542|   3064580184991981184|NGC2548 |123.60432| -5.66485|16.567|Simbad|123.60433|-05.66485
123.7633744|-05.6036136|   3064586090570917760|NGC2548 |123.76337| -5.60361|17.018|Simbad|123.76337|-05.60361
123.6143597|-05.6694225|   3064580116272502912|NGC2548 |123.61435| -5.66942|16.202|Simbad|123.61436|-05.66942
123.6687125|-05.7570689|   3064566853413667712|NGC2548 |123.66871| -5.75706|11.624|Simbad|123.66871|-05.75707
123.4549958|-05.6384439|   3064582792035554560|NGC2548 |123.45499| -5.63844|17.494|Simbad|123.45500|-05.63844
123.3973347|-05.5631853|   3064631239266244224|NGC2548 |123.39733| -5.56318|18.356|Simbad|123.39733|-05.56319
123.6237658|-05.6599500|   3064580146335690496|NGC2548 |123.62376| -5.65995|17.842|Simbad|123.62377|-05.65995
123.1632528|-05.5445367|   3064552830344246400|NGC2548 |123.16325| -5.54453|18.261|Simbad|123.16325|-05.54454
123.7290644|-05.5974097|   3064586541543539584|NGC2548 |123.72906| -5.59741|14.727|Simbad|123.72906|-05.59741
123.7348856|-05.6758128|   3064579325998680448|NGC2548 |123.73488| -5.67581|11.324|Simbad|123.73489|-05.67581
123.1653869|-05.6657653|   3064537853794515712|NGC2548 |123.16538| -5.66576|16.236|Simbad|123.16539|-05.66577
123.1797914|-05.5885308|   3064540529557052416|NGC2548 |123.17979| -5.58853|11.769|Simbad|123.17979|-05.58853
123.5138061|-05.5688711|   3064631552800848896|NGC2548 |123.51380| -5.56887|15.192|Simbad|123.51381|-05.56887
123.3249706|-05.5056969|   3064635259355769344|NGC2548 |123.32496| -5.50569|17.352|Simbad|123.32497|-05.50570
123.1319472|-05.7876897|   3064527889470427136|NGC2548 |123.13194| -5.78769|17.239|Simbad|123.13195|-05.78769
123.0369411|-05.6352700|   3064550326379579520|NGC2548 |123.03693| -5.63527|13.428|Simbad|123.03694|-05.63527
123.1702419|-05.5614344|   3064552383666636928|NGC2548 |123.17024| -5.56143|19.510|Simbad|123.17024|-05.56143
123.1673183|-05.5877783|   3064540602573566336|NGC2548 |123.16731| -5.58777|13.123|Simbad|123.16732|-05.58778
123.1996017|-05.8407878|   3064526515080879872|NGC2548 |123.19960| -5.84078|17.463|Simbad|123.19960|-05.84079
122.9661375|-05.9347439|   3064501501191479040|NGC2548 |122.96613| -5.93474|19.230|Simbad|122.96614|-05.93474
123.5924825|-05.7181592|   3064578260846646272|NGC2548 |123.59248| -5.71815|15.806|Simbad|123.59248|-05.71816
123.0540697|-05.4263464|   3064558366555647616|NGC2548 |123.05406| -5.42634|10.960|Simbad|123.05407|-05.42635
123.1385297|-05.5768056|   3064552314947311744|NGC2548 |123.13852| -5.57680|11.782|Simbad|123.13853|-05.57681
123.3353550|-05.7206372|   3064534757121679360|NGC2548 |123.33535| -5.72063|17.321|Simbad|123.33535|-05.72064
122.9899914|-05.6994369|   3064544038547492480|NGC2548 |122.99000| -5.69943|19.473|Simbad|122.98999|-05.69944
123.7161906|-05.6586433|   3064579600876398336|NGC2548 |123.71618| -5.65864|11.024|Simbad|123.71619|-05.65864
122.9928717|-05.9549256|   3064500470399321600|NGC2548 |122.99287| -5.95492|18.092|Simbad|122.99287|-05.95493
123.2856358|-05.6432594|   3064536612546883840|NGC2548 |123.28563| -5.64326| 9.217|Simbad|123.28564|-05.64326
123.2497806|-05.5701244|   3064540838797929856|NGC2548 |123.24977| -5.57012|19.234|Simbad|123.24978|-05.57012
123.5123831|-05.5294128|   3064632239995609984|NGC2548 |123.51238| -5.52941|13.791|Simbad|123.51238|-05.52941
123.8028006|-05.8944997|   3064559771009991424|NGC2548 |123.80280| -5.89450|18.484|Simbad|123.80280|-05.89450
123.7744075|-05.6844072|   3064573381763938816|NGC2548 |123.77440| -5.68441|15.483|Simbad|123.77441|-05.68441
123.8975153|-05.8376139|   3064561695155356160|NGC2548 |123.89751| -5.83761|17.351|Simbad|123.89752|-05.83761
123.0678481|-05.5488669|   3064552108788736128|NGC2548 |123.06784| -5.54887|19.513|Simbad|123.06785|-05.54887
123.7268614|-05.7442231|   3064566746037680384|NGC2548 |123.72685| -5.74422|18.581|Simbad|123.72686|-05.74422
123.2575675|-05.6753597|   3064536028431334016|NGC2548 |123.25756| -5.67536|13.421|Simbad|123.25757|-05.67536
123.4336406|-05.6407467|   3064629349481042048|NGC2548 |123.43363| -5.64074|18.401|Simbad|123.43364|-05.64075
123.5135133|-05.6138822|   3064584372583531008|NGC2548 |123.51351| -5.61388|18.906|Simbad|123.51351|-05.61388
122.8892714|-05.5635339|   3064549669248302976|NGC2548 |122.88926| -5.56353|18.963|Simbad|122.88927|-05.56353
123.0976722|-05.7686628|   3064530810048196352|NGC2548 |123.09767| -5.76866|12.624|Simbad|123.09767|-05.76866
123.5039069|-05.4757536|   3064633476946184192|NGC2548 |123.50390| -5.47575|16.776|Simbad|123.50391|-05.47575
123.1849047|-05.8218164|   3064526785662236800|NGC2548 |123.18490| -5.82181|18.218|Simbad|123.18490|-05.82182
123.0886253|-05.6539242|   3064538437910089088|NGC2548 |123.08862| -5.65392|13.931|Simbad|123.08863|-05.65392
123.6894967|-05.7686250|   3064566574239474048|NGC2548 |123.68949| -5.76862|19.350|Simbad|123.68950|-05.76862
123.2559225|-05.7807619|   3064533039134680832|NGC2548 |123.25592| -5.78076|15.408|Simbad|123.25592|-05.78076
122.9439550|-05.6557614|   3064545138059127680|NGC2548 |122.94395| -5.65576|16.928|Simbad|122.94395|-05.65576
122.9939272|-05.7369883|   3064531806480642048|NGC2548 |122.99392| -5.73698|17.379|Simbad|122.99393|-05.73699
123.6373308|-05.5891986|   3064583792764489984|NGC2548 |123.63733| -5.58920|15.703|Simbad|123.63733|-05.58920
